record - leader,001 Control Number,008 Fixed-Length Data Elements,035^$ $ $a System Control Number,040^$ $ $a Cataloging Source,245^$0$0$a Title,245^$0$2$a Title - w Article,245^$0$3$a Title - w Article,245^$0$4$a Title - w Article,"260^$ $ $a Publication, Distribution",310^$ $ $a Current Publication Frequency,336 Content Type,337 Media Type,338 Carrier Type,653 Index Term - Uncontrolled,"264 Production, Publication, Distribution, Manufacture, and Copyright Notice",996,998,650 Subject Added Entry - Topical Term,710 Added Entry - Corporate Name,246 Varying Form of Title,500 General Note,775 Other Edition Entry,022 International Standard Serial Number,247 Former Title,321 Former Publication Frequency,580 Linking Entry Complexity Note,546 Language Note,521 Target Audience Note,900,300 Physical Description,490 Series Statement,700 Added Entry - Personal Name,041 Language Code,773 Host Item Entry,981,711 Added Entry - Meeting Name,856 Electronic Location and Access,110 Main Entry - Corporate Name,901,692 Local Subject Access Fields,250 Edition Statement,525 Supplement Note,600 Subject Added Entry - Personal Name,983,505 Formatted Contents Note
00648nas  2200217u  4500,9923976850101480,021004q19811986be br|p||     0|||a|dut c,,BeLVLBS,Berichten.,,,,Ternat$ $ $bDavidsfonds$ $ $c[1981]-[1986],Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Ternat$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002397685LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9424898,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923976850101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00612nas  2200205u  4500,9923976910101480,021004q19811986be br|p||     0|||a|dut c,,Language of cataloging varies,Kribbels,,,,,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1983-[1994]^$ $1$aTremelo$ $ $bDavidsfonds,^$ $ $aKADOC$ $ $bphysical$ $ $c201911$ $ $9local,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Tremelo$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002397691LBS01-Aleph,rda based,ledentijdschrift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923976910101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00636nas  2200205u  4500,9923976950101480,021004q19851997be mr|p||     0|||a|dut c,,BeLVLBS,,,De veerman.,,Sint-Andries-Brugge$ $ $bDavidsfonds$ $ $c1985-[1997],Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Sint-Andries$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002397695LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9424945,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923976950101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00624nas  2200205u  4500,9923977100101480,021004q19839999be ur|p||     0|||a|dut c,,BeLVLBS,Vinkeslag.,,,,Wuustwezel$ $ $bDavidsfonds$ $ $c[1983-84]-?,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Wuustwezel$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002397710LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9425026,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923977100101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00663nas  2200217u  4500,9923977180101480,021004q19811985be ur|p||     0|||a|dut c,,BeLVLBS,Tamboer.,,,,S.l.$ $ $bDavidsfonds Veerle-Laakdal$ $ $c1981-[1985],Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Veerle-Laakdal$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002397718LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9425057,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923977180101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00614nas  2200205u  4500,9923977900101480,021004d19849999be br|p||     0|||a|dut c,,BeLVLBS,DF-info.,,,,Zolder$ $ $bDavidsfonds$ $ $c1984/85-?,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Zolder$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002397790LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9425301,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923977900101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00618nas  2200205u  4500,9923981290101480,021007q19839999be ur|p||     0|||a|dut c,,BeLVLBS,Info Wervik.,,,,Wervik$ $ $bDavidsfonds$ $ $c[1983-84]-?,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Wervik$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002398129LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9426706,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923981290101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00693nas  2200205u  4500,9923981420101480,021007d19819999be mr|p||     0|||a|dut c,,BeLVLBS,Davidsfonds Malle ,,,,Oostmalle$ $ $bDavidsfonds$ $ $c1981-?,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Westmalle$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002398142LBS01-Aleph,Language of cataloging varies,Gezamelijke uitgave Davidsfondsafdelingen Oostmalle en Westmalle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9426741,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923981420101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00716nas  2200217u  4500,9923982150101480,021007d19849999be mr|p||     0|||a|dut c,,BeLVLBS,Davidsfonds : maandelijks ledenblad.,,,,Wijtschate$ $ $bDavidsfonds$ $ $c1984-?,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Wijtschate$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,"^$ $ $aGezamelijke uitgave met Mesen, Nieuwkerke en Wulvergem",,,,
,,,(BeLVLBS)002398215LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9427032,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923982150101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00714nas  2200217u  4500,9923984990101480,021007q19811996be ur|p||     0|||a|dut c,,BeLVLBS,Goedendag ,,,,Mariakerke$ $ $bDavidsfonds$ $ $c1981-[1996],Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Sint-Amands$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002398499LBS01-Aleph,Language of cataloging varies,Gezamelijke uitgave davidsfonds Sint-Amands en Mariekerke.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9428094,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923984990101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00679nas  2200217u  4500,9923998380101480,021010q19821989be mr|p||     0|||a|dut c,,BeLVLBS,Davidsfonds Wilrijk. Mededelingen,,,,Wilrijk$ $ $bDavidsfonds$ $ $c[1982]-[1989],Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Wilrijk$ $ $4oth,,^$ $ $afrequentie varieert,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002399838LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9434182,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923998380101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00670nas  2200205u  4500,9923998870101480,021010q19851995be qr|p||     0|||a|dut c,,BeLVLBS,Davidsfonds infoblad gewest Aalst : tijdschrift voor kaderleden.,,,,Aalst$ $ $bDavidsfonds$ $ $c1985-[1995],Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Aalst$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002399887LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9434385,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923998870101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00634nas  2200205u  4500,9923999450101480,021010q19859999be br|p||     0|||a|dut c,,BeLVLBS,DF mededelingen - gewest Aalst.,,,,Aalst$ $ $bDavidsfonds$ $ $c[1985]-?,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Aalst$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002399945LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9434602,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9923999450101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00628nas  2200205u  4500,9924021700101480,021017q19811997be br|p||     0|||a|dut c,,BeLVLBS,Kultureel kontakt.,,,,Schriek$ $ $bDavidsfonds$ $ $c1981-[1997],Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Schriek$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402170LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9443291,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924021700101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00644nas  2200205u  4500,9924021870101480,021017d19831993be ur|p||     0|||a|dut c,,BeLVLBS,Ledenblad Davidsfonds Westhoven.,,,,Westhoven$ $ $bDavidsfonds$ $ $c[1983]-1993,Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Westhoven$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402187LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9443365,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924021870101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00690nas  2200217u  4500,9924023530101480,021018q19821997be mr|p||     0|||a|dut c,,BeLVLBS,,,'t Vletertje.,,Vleteren$ $ $bDavidsfonds$ $ $c[1982]-[1997],Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,^$ $ $aKADOC$ $ $bphysical$ $ $c201506$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Vleteren$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402353LBS01-Aleph,Language of cataloging varies,,,,,,Monthly behalve in juli en augustus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9444069,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924023530101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00716nas  2200229u  4500,9924024100101480,021018d19852005be qr|p||     0|||a|dut c,,BeLVLBS,DF sprokkels.,,,,Geraardsbergen$ $ $bDavidsfonds$ $ $c1985-2005,Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,^$ $ $aKADOC$ $ $bphysical$ $ $c201505$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Geraardsbergen$ $ $4oth,,^$ $ $aPublicatie is (tijdelijk?) stopgezet,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402410LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9444303,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924024100101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00697nas  2200229u  4500,9924024660101480,021018e19831990be mr|p||     0|||a|dut c,,BeLVLBS,Contact.,,,,Herdersem$ $ $bDavidsfonds$ $ $c1983/84-1989/90,Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Herdersem$ $ $4oth,,,,,,,^$ $ $aVoortgezet als: De meiviskop,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402466LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9444569,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924024660101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00621nas  2200193u  4500,9924025130101480,021018e19831990be mr|p||     0|||a|dut c,,Language of cataloging varies,Davidsfonds Antwerpen-stad. Nieuwsbrief.,,,,Antwerpen$ $ $bDavidsfonds Antwerpen-stad$ $ $c1981-[1987],Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$ $ $afrequentie varieert,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402513LBS01-Aleph,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924025130101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00656nas  2200205u  4500,9924026310101480,021018q19841988be br|p||     0|||a|dut c,,BeLVLBS,Davo-krant,,,,Aardooie$ $ $bDavidsfonds$ $ $c1984-[1988],Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Ardooie$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402631LBS01-Aleph,Language of cataloging varies,infoblad van Davidsfonds Ardooie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9445302,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924026310101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00677nas  2200217u  4500,9924027460101480,021018q19842001be ur|p||     0|||a|dut c,,BeLVLBS,Davidsfonds Blankenberge.,,,,Blankenberge$ $ $bDavidsfonds$ $ $c1984/85-[2000/01],Unknown,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,^$ $ $aKADOC$ $ $bphysical$ $ $c201506$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Blankenberge$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402746LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9445750,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924027460101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00578nas  2200181u  4500,9924027720101480,021018q19842001be ur|p||     0|||a|dut c,,Language of cataloging varies,Davidsfonds Deurne Noord. Nieuwsbrief.,,,,Deurne$ $ $bDavidsfonds Deurne-Noord$ $ $c1985/86-?,Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402772LBS01-Aleph,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924027720101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00656nas  2200217u  4500,9924027850101480,021019q19821987be mr|p||     0|||a|dut c,,BeLVLBS,DF-nieuws.,,,,Aalter$ $ $bDavidsfonds$ $ $c[1982/83]-[1987],Monthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Aalter$ $ $4oth,,,,,,,^$ $ $aVoortgezet als: DF,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402785LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9445976,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924027850101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00643nas  2200217u  4500,9924027860101480,021019q19832001be br|p||     0|||a|dut c,,BeLVLBS,,,De landast.,,Eine$ $ $bDavidsfonds$ $ $c1983-[2001],Bimonthly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,^$ $ $aKADOC$ $ $bphysical$ $ $c201505$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Eine$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002402786LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9445980,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924027860101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00631nas  2200205u  4500,9924044300101480,021024q19841991be fr|p||     0|||a|dut c,,BeLVLBS,,,'t Davootje.,,Herenthout$ $ $bDavidsfonds$ $ $c[1984]-[1991],Semiannual,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Herenthout$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002404430LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9452534,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(EXLNZ-32KUL_LIBIS_NETWORK)9924044300101471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00630nas  2200205u  4500,9924044340101480,021024q19811988be qr|p||     0|||a|dut c,,BeLVLBS,Davidsfonds Diest.,,,,Diest$ $ $bDavidsfonds$ $ $c1981/82-[1987/88],Quarterly,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ay,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aDavidsfonds Diest$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,(BeLVLBS)002404434LBS01-Aleph,Language of cataloging varies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9452554,rda based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
